ep2zone2	MS_Ring2	S4EP2FX_212_V1_1028.OGG
ep2zone2	MS_Spin	S4EP2FX_217_V1_1207.OGG
ep2zone2	Marker	S4EP2FX_073_S1A1_44.OGG
ep2zone2	Ok	S4EP2FX_001_SHSY08_22.OGG
ep2zone2	Pause	S4EP2FX_004_SHSY10_22.OGG
ep2zone2	Rail01	S4EP2FX_264_V2_1207.OGG
ep2zone2	Result1	S4EP2FX_006_S1CD_44.OGG
ep2zone2	Result2	S4EP2FX_007_S1C5_44.OGG
ep2zone2	Ring1	S4EP2FX_011_SK33_44.OGG
ep2zone2	Ring1L	S4EP2FX_112a_S2_2235_44L.OGG
ep2zone2	Ring1R	S4EP2FX_113a_S2_2235_44R.OGG
ep2zone2	Ring2	S4EP2FX_012_SKB9_44.OGG
ep2zone2	Sega_Logo	S4EP2FX_111a_S2_8271_MaSTER_3DB_44.OGG
ep2zone2	Shune01	S4EP2FX_154X_S3_6C_1217V3.OGG
ep2zone2	Snow01	S4EP2FX_225_V3_1229.OGG
ep2zone2	Snow02	S4EP2FX_226_V3_1210.OGG
ep2zone2	Snow03	S4EP2FX_227_V3_1210.OGG
ep2zone2	SnowBall01	S4EP2FX_260_V2_1113.OGG
ep2zone2	SnowWall01	S4EP2FX_261_V1_1117.OGG
ep2zone2	SpStage04	S4EP2FX_202_332_V1_1028.OGG
ep2zone2	Special1	S4EP2FX_104_S1C3_44.OGG
ep2zone2	Special2	S4EP2FX_105_S1CA_44.OGG
ep2zone2	Special_1up	S4EP2FX_008_S1BF_44.OGG
ep2zone2	Spin	S4EP2FX_019_SKAB_44.OGG
ep2zone2	Spine	S4EP2FX_068_SK52_44_1217V2.OGG
ep2zone2	Spray	S4EP2FX_023_SK6C_44.OGG
ep2zone2	Spring	S4EP2FX_067_SKB1_44.OGG
ep2zone2	Sspin	S4EP2FX_153_V1_1201_COOP_SPIND_ST.OGG
ep2zone2	TlsProp	S4EP2FX_151X_S3_D1.OGG
ep2zone2	TlsScrew	S4EP2FX_151_V2_1208.OGG
ep2zone2	Transform	S4EP2FX_016a_S2_645F_44.OGG
ep2zone2	Uri01	S4EP2FX_155_V4_1210.OGG
ep2zone2	Uri02	S4EP2FX_156_V3_1204.OGG
ep2zone2	Uri03	S4EP2FX_157_V2_1117.OGG
ep2zone2	Waterdash01	S4EP2FX_158X_S2_81_70_1210V3.OGG
ep2zone2	Window	S4EP2FX_003_SHSY05_32.OGG
ep2zone2	WorldMap1	S4EP2FX_146a_WORLDMaP1_44.OGG
ep2zone2	WorldMap3	S4EP2FX_146a_WORLDMaP1_44.OGG
ep2zone2	e2_Boss2_01	S4EP2FX_271_V2_1207.OGG
ep2zone2	e2_Boss2_02	S4EP2FX_272_V3_1213.OGG
ep2zone2	e2_Boss2_03	S4EP2FX_273_V2_1217.OGG
ep2zone2	e2_Boss2_04	S4EP2FX_274_V2_1217.OGG
ep2zone2	e2_Boss2_05	S4EP2FX_275_V2_1207.OGG
ep2zone2	e2_Boss2_06	S4EP2FX_276_V1_1111.OGG
ep2zone2	e2_Boss2_07	S4EP2FX_277_V1_1028.OGG
ep2zone3	Abry01	S4EP2FX_224_V2_1204.OGG
ep2zone3	Attention	S4EP2FX_024_S1C2_44.OGG
ep2zone3	Barrier	S4EP2FX_018_SK3A_44.OGG
ep2zone3	Boss0_01	S4EP2FX_031a_S2_132C_44.OGG
ep2zone3	Boss0_02	S4EP2FX_032_S1CB_44.OGG
